Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
45,2502,52,2017-05-29,HOU,@,MIN,W 16-8,CG,6,5,3,4,0,0,1,3,0,0,1,0,.253,.301,.424,.724,7,0,0,0,0,0,0.76,0.262,0.70,0.15%,3.51,5,DH
46,2503,53,2017-05-30,HOU,@,MIN,W 7-2,CG,5,4,0,0,0,0,0,0,0,0,1,1,.247,.298,.414,.712,0,0,0,0,0,0,0.95,0.032,0.82,0.02%,-0.48,5,DH
47,2504,55,2017-06-02,HOU,@,TEX,W 7-1,CG,5,5,1,1,0,0,0,0,0,0,0,1,.246,.295,.408,.703,1,0,0,0,0,0,0.52,-0.034,0.45,-0.02%,-0.12,5,DH
48,2505,56,2017-06-03,HOU,@,TEX,W 6-5,CG,5,5,1,3,0,0,1,3,0,0,0,0,.255,.303,.429,.732,6,0,0,0,0,0,0.92,0.203,0.66,0.09%,2.50,5,DH
49,2506,57,2017-06-04,HOU,@,TEX,W 7-2,CG,5,4,1,1,1,0,0,1,0,0,1,2,.255,.305,.431,.736,2,0,0,0,0,0,0.34,0.089,0.23,0.04%,0.48,5,DH
50,2507,58,2017-06-05,HOU,@,KCR,W 7-3,CG,4,4,0,0,0,0,0,0,0,0,0,2,.250,.300,.422,.721,0,0,0,0,0,0,1.15,-0.124,0.56,-0.04%,-1.33,5,DH
51,2508,59,2017-06-06,HOU,@,KCR,L 7-9,CG,5,5,2,1,0,0,1,2,0,0,0,3,.249,.297,.431,.729,4,0,0,0,0,0,1.30,-0.073,0.60,-0.02%,0.34,5,DH
52,2509,60,2017-06-07,HOU,@,KCR,L 5-7,CG,5,5,1,1,1,0,0,0,0,0,0,2,.248,.295,.431,.726,2,0,0,0,0,0,1.00,-0.038,0.55,-0.01%,-0.56,5,DH
53,2510,62,2017-06-09,HOU,,LAA,L 4-9,CG,4,4,0,0,0,0,0,0,0,0,0,0,.243,.290,.422,.712,0,0,0,0,0,0,0.70,-0.074,0.44,-0.03%,-0.93,4,DH
54,2511,63,2017-06-10,HOU,,LAA,W 3-1,CG,4,4,0,1,1,0,0,0,0,0,0,0,.243,.289,.424,.713,2,0,0,0,0,0,0.52,-0.029,0.38,-0.01%,-0.53,5,DH
55,2512,64,2017-06-11,HOU,,LAA,L 6-12,CG,5,5,0,0,0,0,0,0,0,0,0,1,.237,.283,.414,.697,0,0,0,0,0,0,0.85,-0.110,0.54,-0.04%,-1.57,4,DH
56,2513,65,2017-06-12,HOU,,TEX,L 1-6,CG,4,3,1,0,0,0,0,0,0,0,1,0,.234,.282,.408,.690,0,0,0,0,0,0,0.97,-0.014,0.68,-0.01%,-0.45,5,DH
57,2514,67,2017-06-14,HOU,,TEX,W 13-2,CG,5,4,1,1,0,0,0,2,0,0,1,1,.234,.285,.405,.690,1,0,0,0,0,0,0.53,-0.030,0.50,-0.02%,0.26,4,DH
58,2515,68,2017-06-16,HOU,,BOS,L 1-2,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,.233,.283,.404,.687,0,0,0,0,0,0,1.80,-0.046,1.25,-0.02%,-0.10,7,PH
59,2516,69,2017-06-17,HOU,,BOS,W 7-1,CG,4,3,1,2,1,0,1,3,0,0,0,0,.239,.287,.425,.712,6,0,0,0,1,0,0.46,0.069,0.33,0.03%,1.97,6,DH
60,2517,70,2017-06-18,HOU,,BOS,L 5-6,CG,5,4,0,1,0,0,0,1,0,0,1,1,.239,.289,.422,.711,1,0,0,0,0,0,2.24,-0.132,1.48,-0.05%,-0.43,5,DH
61,2518,71,2017-06-19,HOU,@,OAK,W 4-1,CG,4,4,0,0,0,0,0,0,0,0,0,1,.235,.285,.415,.699,0,0,0,0,0,0,0.64,-0.068,0.48,-0.03%,-0.80,5,DH
62,2519,72,2017-06-20,HOU,@,OAK,W 8-4,CG,5,4,2,2,0,0,1,1,0,0,1,0,.240,.291,.429,.719,5,0,0,0,0,0,0.47,0.024,0.31,0.01%,0.98,6,DH
63,2520,74,2017-06-22,HOU,@,OAK,W 12-9,CG,5,4,1,0,0,0,0,1,0,0,0,2,.236,.285,.421,.707,0,0,0,0,1,0,0.55,0.012,0.27,0.00%,-0.28,4,DH
64,2521,75,2017-06-23,HOU,@,SEA,L 3-13,CG,4,4,0,2,2,0,0,0,0,0,0,0,.240,.288,.431,.719,4,0,0,0,0,0,0.47,0.053,0.27,0.02%,0.74,6,DH
65,2522,76,2017-06-24,HOU,@,SEA,W 5-2,CG,4,2,0,1,0,0,0,0,0,0,2,0,.242,.295,.431,.727,1,0,0,0,0,1,0.60,0.039,0.39,0.02%,0.52,6,DH
66,2523,77,2017-06-25,HOU,@,SEA,W 8-2,CG,4,3,0,0,0,0,0,0,0,0,1,0,.239,.295,.426,.721,0,0,0,0,0,0,0.76,-0.063,0.40,-0.02%,-0.79,5,DH
67,2524,79,2017-06-28,HOU,,OAK,W 11-8,CG,5,5,1,1,0,0,0,0,0,0,0,0,.238,.293,.422,.715,1,0,0,0,0,0,0.79,-0.001,0.37,0.00%,-0.70,6,DH
68,2525,80,2017-06-29,HOU,,OAK,W 6-1,CG,4,4,0,0,0,0,0,0,0,0,0,0,.235,.289,.415,.704,0,0,0,0,0,0,0.35,-0.035,0.14,-0.01%,-1.27,5,DH
69,2526,81,2017-06-30,HOU,,NYY,L 4-13,CG,4,4,0,0,0,0,0,1,0,0,0,1,.231,.285,.409,.694,0,0,0,0,0,0,0.80,-0.020,0.27,0.00%,-0.59,6,DH
70,2527,82,2017-07-01,HOU,,NYY,W 7-6,GS-8,4,3,0,0,0,0,0,0,0,0,1,2,.228,.284,.404,.689,0,0,0,0,0,0,1.15,-0.054,0.39,-0.01%,-0.57,5,DH
71,2528,83,2017-07-02,HOU,,NYY,W 8-1,CG,5,5,2,2,1,0,0,0,0,0,0,1,.232,.286,.408,.694,3,0,0,0,0,0,0.29,0.049,0.10,0.01%,0.79,6,DH
72,2529,85,2017-07-05,HOU,@,ATL,W 10-4,9-9,1,1,0,0,0,0,0,0,0,0,0,0,.231,.285,.407,.692,0,0,0,0,0,0,0.01,0.000,0.00,0.00%,-0.11,8,PH
73,2530,86,2017-07-06,HOU,@,TOR,L 4-7,CG,4,4,1,1,0,0,1,1,0,0,0,1,.231,.285,.415,.700,4,0,0,0,0,0,1.07,-0.073,0.14,-0.01%,-0.11,4,DH
74,2531,87,2017-07-07,HOU,@,TOR,W 12-2,CG,5,5,0,1,0,0,0,1,0,0,0,1,.231,.283,.411,.695,1,0,0,0,0,0,0.29,-0.003,0.05,0.00%,-0.19,6,DH
75,2532,89,2017-07-09,HOU,@,TOR,W 19-1,CG,6,4,0,0,0,0,0,0,0,0,2,2,.227,.284,.406,.690,0,0,0,0,0,0,0.18,-0.026,0.03,0.00%,-0.24,6,DH
76,2533,90,2017-07-14,HOU,,MIN,W 10-5,CG,5,4,1,2,1,0,0,0,0,0,1,0,.231,.289,.410,.700,3,0,0,0,0,0,0.22,0.027,0.03,0.00%,0.20,6,DH
77,2534,91,2017-07-15,HOU,,MIN,L 2-4,CG,4,4,0,1,0,0,0,0,0,0,0,0,.231,.289,.408,.697,1,0,0,0,0,0,1.38,-0.003,0.15,0.00%,-0.23,5,DH
78,2535,93,2017-07-17,HOU,,SEA,L 7-9 (10),GS-8,4,4,1,2,0,0,1,2,0,0,0,2,.235,.291,.419,.711,5,0,0,0,0,0,1.28,0.365,0.16,0.03%,1.92,6,DH
79,2536,94,2017-07-18,HOU,,SEA,W 6-2,CG,4,3,0,0,0,0,0,0,0,0,1,1,.233,.291,.415,.706,0,0,0,0,0,0,0.76,0.019,0.12,0.00%,-0.26,4,DH
80,2537,95,2017-07-19,HOU,,SEA,L 1-4,CG,4,4,0,0,0,0,0,0,0,0,0,3,.230,.287,.410,.697,0,0,0,0,0,0,1.69,-0.174,0.20,-0.01%,-1.38,5,LF
81,2538,96,2017-07-21,HOU,@,BAL,W 8-7,CG,5,5,1,1,0,0,0,1,0,0,0,1,.229,.286,.406,.693,1,0,0,0,0,0,0.38,0.070,0.04,0.01%,-0.26,4,DH
82,2539,97,2017-07-22,HOU,@,BAL,W 8-4,CG,5,4,1,1,0,0,0,1,0,0,0,1,.229,.285,.404,.689,1,0,0,0,1,0,0.96,0.002,0.07,0.00%,-0.47,6,DH
83,2540,99,2017-07-24,HOU,@,PHI,W 13-4,GS-4,3,3,0,1,0,0,0,2,0,0,0,0,.230,.285,.404,.689,1,1,0,0,0,0,0.95,-0.041,0.09,0.00%,0.65,6,LF
84,2541,101,2017-07-26,HOU,@,PHI,L 0-9,CG,4,4,0,2,0,0,0,0,0,0,0,1,.234,.288,.405,.693,2,0,0,0,0,0,0.54,-0.009,0.03,0.00%,0.34,6,LF
85,2542,102,2017-07-28,HOU,@,DET,W 6-5,CG,4,4,0,2,1,0,0,0,0,0,0,1,.237,.290,.409,.699,3,0,0,0,0,0,0.65,0.043,0.04,0.00%,0.47,6,DH
86,2543,103,2017-07-29,HOU,@,DET,L 3-5,CG,4,4,1,1,0,0,0,0,0,0,0,1,.237,.290,.407,.697,1,1,0,0,0,0,0.70,-0.060,0.04,0.00%,-0.73,6,DH
87,2544,105,2017-07-31,HOU,,TBR,W 14-7,CG,5,4,2,2,1,0,0,0,0,0,1,0,.240,.294,.411,.705,3,0,0,0,0,0,0.32,0.022,0.03,0.00%,1.77,6,LF
88,2545,106,2017-08-01,HOU,,TBR,L 4-6,CG,4,4,2,2,0,0,1,2,0,0,0,0,.243,.296,.421,.718,5,0,0,0,0,0,1.12,0.034,0.06,0.00%,1.33,6,DH
89,2546,107,2017-08-02,HOU,,TBR,L 0-3,CG,4,4,0,0,0,0,0,0,0,0,0,1,.240,.293,.416,.709,0,0,0,0,0,0,1.37,-0.144,0.10,-0.01%,-1.30,6,DH
90,2547,108,2017-08-03,HOU,,TBR,L 3-5,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,.240,.292,.415,.707,0,0,0,0,0,0,0.56,-0.015,0.05,0.00%,-0.10,9,PH
91,2548,109,2017-08-04,HOU,,TOR,W 16-7,CG,5,5,2,2,1,0,0,0,0,0,0,0,.242,.294,.418,.712,3,2,0,0,0,0,0.30,0.017,0.03,0.00%,-1.32,6,DH
92,2549,110,2017-08-05,HOU,,TOR,L 3-4 (10),GS-10,4,4,0,1,0,0,0,0,0,0,0,2,.242,.293,.416,.709,1,0,0,0,0,0,1.07,-0.012,0.09,0.00%,-0.04,5,LF
93,2550,111,2017-08-06,HOU,,TOR,W 7-6,CG,5,5,1,3,0,0,0,1,0,0,0,0,.247,.297,.419,.716,3,0,0,0,0,0,1.77,-0.014,0.17,0.00%,0.69,6,DH
94,2551,112,2017-08-08,HOU,@,CHW,L 5-8,CG,5,5,0,1,0,0,0,0,0,0,0,0,.247,.296,.416,.711,1,1,0,0,0,0,1.09,-0.120,0.09,-0.01%,-1.77,6,DH
95,2552,113,2017-08-09,HOU,@,CHW,L 1-7,CG,4,4,0,0,0,0,0,0,0,0,0,2,.244,.293,.411,.704,0,0,0,0,0,0,0.61,-0.059,0.06,0.00%,-0.93,6,DH
96,2553,114,2017-08-10,HOU,@,CHW,L 2-3 (11),11-11,1,1,0,1,0,0,0,0,0,0,0,0,.246,.295,.413,.707,1,0,0,0,0,0,2.34,0.050,0.28,0.00%,0.21,7,PH
97,2554,115,2017-08-11,HOU,@,TEX,L 4-6,CG,4,4,0,1,1,0,0,1,0,0,0,2,.246,.294,.414,.708,2,0,0,0,0,0,0.73,0.001,0.10,0.00%,0.13,6,DH
98,2555,116,2017-08-12,HOU,@,TEX,L 3-8,CG,4,4,0,0,0,0,0,0,0,0,0,1,.243,.291,.409,.700,0,0,0,0,0,0,0.99,-0.088,0.18,-0.01%,-1.19,4,DH
99,2556,117,2017-08-13,HOU,@,TEX,W 2-1,CG,4,3,0,1,0,0,0,1,0,0,1,0,.244,.293,.408,.702,1,0,0,0,0,0,1.19,0.057,0.24,0.01%,0.22,6,DH
100,2557,119,2017-08-15,HOU,@,ARI,W 9-4,7-7,1,1,0,0,0,0,0,0,0,0,0,0,.243,.293,.407,.700,0,1,0,0,0,0,0.31,-0.015,0.05,0.00%,-0.57,9,PH
101,2558,120,2017-08-16,HOU,,ARI,W 9-5,CG,4,3,1,2,0,0,1,2,0,0,0,0,.247,.295,.417,.712,5,0,0,0,1,0,0.74,0.118,0.11,0.01%,1.02,6,DH
102,2559,121,2017-08-17,HOU,,ARI,L 0-4,CG,3,3,0,0,0,0,0,0,0,0,0,1,.245,.293,.414,.707,0,0,0,0,0,0,0.79,-0.060,0.10,0.00%,-0.50,6,DH
103,2560,122,2017-08-18,HOU,,OAK,W 3-1,CG,3,2,0,0,0,0,0,0,0,0,1,0,.244,.293,.412,.705,0,0,0,0,0,0,0.64,-0.007,0.10,0.00%,-0.32,7,DH
104,2561,123,2017-08-19,HOU,,OAK,W 3-0,CG,3,3,0,0,0,0,0,0,0,0,0,2,.242,.291,.409,.700,0,0,0,0,0,0,0.61,-0.017,0.07,0.00%,-0.29,7,DH
105,2562,124,2017-08-20,HOU,,OAK,L 2-3,9-GF,1,1,0,1,0,0,0,0,0,0,0,0,.244,.292,.410,.703,1,0,0,0,0,0,1.80,0.051,0.17,0.00%,0.13,8,PH
106,2563,125,2017-08-22,HOU,,WSN,L 3-4,CG,4,3,1,1,1,0,0,0,0,0,1,0,.244,.294,.412,.707,2,0,0,0,0,1,2.03,-0.042,0.38,-0.01%,-0.29,7,DH
107,2564,126,2017-08-23,HOU,,WSN,W 6-1,CG,4,3,0,0,0,0,0,0,0,0,1,0,.242,.294,.409,.703,0,0,0,0,0,1,0.95,-0.066,0.16,-0.01%,-0.59,7,DH
108,2565,127,2017-08-24,HOU,,WSN,L 4-5 (11),CG(11),4,3,1,1,1,0,0,0,0,0,1,0,.243,.296,.411,.707,2,0,0,0,0,0,1.68,0.022,0.28,0.00%,0.34,7,DH
109,2566,128,2017-08-25,HOU,@,LAA,W 2-1,CG,4,4,0,0,0,0,0,0,0,0,0,2,.241,.293,.407,.700,0,0,0,0,0,0,0.72,-0.073,0.15,-0.01%,-0.75,6,DH
110,2567,129,2017-08-26,HOU,@,LAA,L 6-7,CG,4,4,0,0,0,0,0,0,0,0,0,1,.238,.291,.403,.693,0,0,0,0,0,0,0.45,-0.050,0.05,0.00%,-1.09,6,DH
111,2568,131,2017-08-29,HOU,,TEX,L 2-12,GS-8,3,3,0,0,0,0,0,0,0,0,0,1,.237,.289,.400,.689,0,0,0,0,0,0,0.37,-0.028,0.04,0.00%,-0.63,6,DH
112,2569,132,2017-08-30,HOU,,TEX,L 1-8,CG,3,2,0,0,0,0,0,1,0,0,0,0,.235,.287,.398,.685,0,0,0,0,1,0,1.02,-0.019,0.13,0.00%,-0.62,7,DH
113,2570,133,2017-08-31,HOU,,TEX,W 5-1,GS-7,3,2,0,0,0,0,0,0,0,0,0,2,.234,.287,.396,.683,0,0,1,0,0,0,0.93,-0.022,0.16,0.00%,-0.14,5,DH
114,2571,138,2017-09-05,HOU,@,SEA,W 3-1,CG,4,3,1,0,0,0,0,0,0,0,1,0,.233,.287,.393,.680,0,0,0,0,0,0,0.92,-0.030,0.06,0.00%,-0.32,7,DH
115,2572,139,2017-09-06,HOU,@,SEA,W 5-3,GS-9,4,4,0,1,1,0,0,0,0,0,0,0,.233,.286,.394,.681,2,0,0,0,0,0,1.58,0.047,0.12,0.00%,-0.34,7,DH
116,2573,140,2017-09-08,HOU,@,OAK,L 8-9,CG,4,4,0,0,0,0,0,0,0,0,0,1,.231,.284,.391,.674,0,0,0,0,0,0,0.71,-0.071,0.06,0.00%,-0.79,7,DH
117,2574,142,2017-09-09 (2),HOU,@,OAK,L 4-11,CG,4,3,1,2,1,0,0,0,0,0,1,0,.234,.288,.395,.683,3,0,0,0,0,0,0.79,0.101,0.08,0.01%,0.90,7,DH
118,2575,143,2017-09-10,HOU,@,OAK,L 2-10,8-GF,1,1,0,0,0,0,0,0,0,0,0,1,.233,.287,.394,.681,0,0,0,0,0,0,0.77,-0.020,0.13,0.00%,-0.44,7,PH DH
119,2576,144,2017-09-12,HOU,@,LAA,W 1-0,CG,3,3,0,0,0,0,0,0,0,0,0,1,.231,.285,.391,.677,0,0,0,0,0,0,1.16,-0.084,0.16,-0.01%,-0.83,7,DH
120,2577,146,2017-09-14,HOU,@,LAA,W 5-2,GS-9,4,4,0,1,1,0,0,0,0,0,0,0,.232,.285,.392,.677,2,0,0,0,0,0,0.60,-0.050,0.07,0.00%,-0.01,7,DH
121,2578,148,2017-09-16,HOU,,SEA,W 8-6,GS-7,4,4,1,3,1,0,0,2,0,0,0,0,.236,.289,.398,.687,4,0,0,0,0,0,0.43,0.063,0.06,0.01%,2.66,5,DH
122,2579,149,2017-09-17,HOU,,SEA,W 7-1,CG,4,4,0,0,0,0,0,0,0,0,0,1,.234,.287,.394,.681,0,0,0,0,0,0,0.70,-0.085,0.08,-0.01%,-0.88,5,DH
123,2580,150,2017-09-19,HOU,,CHW,W 3-1,CG,3,3,0,0,0,0,0,0,0,0,0,0,.233,.285,.392,.676,0,0,0,0,0,0,0.71,-0.057,0.09,-0.01%,-0.58,7,DH
124,2581,152,2017-09-21,HOU,,CHW,L 1-3,CG,4,4,0,0,0,0,0,0,0,0,0,1,.231,.283,.388,.671,0,0,0,0,0,0,2.20,-0.217,0.24,-0.01%,-1.26,7,DH
125,2582,155,2017-09-24,HOU,,LAA,L 5-7,8-8,1,1,0,1,0,0,0,0,0,0,0,0,.232,.284,.389,.673,1,0,0,0,0,0,0.63,0.026,0.08,0.00%,0.13,8,PH
126,2583,156,2017-09-25,HOU,@,TEX,W 11-2,CG,5,4,1,0,0,0,0,0,0,0,1,0,.230,.283,.386,.669,0,0,0,0,0,0,0.64,0.003,0.08,0.00%,-1.00,7,DH
