Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
11,60,11,2017-04-14,HOU,@,OAK,W 7-2,CG,5,2,1,0,0,0,0,0,0,0,1,0,.231,.348,.282,.630,0,0,2,0,0,0,1.09,-0.003,1.34,0.00%,0.32,6,3B
12,61,12,2017-04-15,HOU,@,OAK,W 10-6,CG,5,3,1,1,0,0,0,1,1,0,1,0,.238,.373,.286,.658,1,0,1,0,0,0,0.95,0.140,1.23,0.11%,1.50,2,SS 3B
13,62,13,2017-04-17,HOU,,LAA,W 3-0,CG,3,3,0,2,0,0,0,1,0,1,0,0,.267,.389,.311,.700,2,0,0,0,0,0,0.80,0.045,1.07,0.04%,0.32,6,SS
14,63,14,2017-04-18,HOU,,LAA,L 2-5,CG,4,4,0,0,0,0,0,0,0,0,0,2,.245,.362,.286,.648,0,0,0,0,0,0,1.01,-0.100,1.36,-0.08%,-0.91,6,SS
15,64,15,2017-04-19,HOU,,LAA,W 5-1,CG,4,3,1,1,1,0,0,0,0,0,1,0,.250,.371,.308,.679,2,1,0,0,0,0,0.64,0.071,0.83,0.06%,0.07,6,SS
16,65,16,2017-04-20,HOU,,LAA,W 2-1,CG,3,3,0,1,1,0,0,0,0,0,0,1,.255,.369,.327,.697,2,0,0,0,0,0,0.77,0.060,1.05,0.05%,0.57,6,3B
17,66,17,2017-04-21,HOU,@,TBR,W 6-3,CG,4,4,1,1,0,0,0,0,0,0,0,1,.254,.362,.322,.684,1,1,0,0,0,0,0.93,-0.064,1.15,-0.05%,-0.60,6,3B
18,67,18,2017-04-22,HOU,@,TBR,L 3-6,CG,4,3,0,1,0,0,0,0,0,0,1,0,.258,.370,.323,.692,1,0,0,0,0,0,0.55,-0.004,0.67,0.00%,-0.01,6,3B
19,68,19,2017-04-23,HOU,@,TBR,W 6-4 (10),CG(10),5,4,0,1,0,0,0,0,0,0,1,1,.258,.372,.318,.690,1,1,0,0,0,0,1.42,-0.158,1.70,-0.11%,-0.99,6,3B
20,69,20,2017-04-25,HOU,@,CLE,W 4-2,CG,4,4,0,1,0,0,0,0,0,0,0,0,.257,.366,.314,.680,1,1,0,0,0,0,0.78,-0.096,0.96,-0.07%,-1.34,6,3B
21,70,21,2017-04-26,HOU,@,CLE,L 6-7,CG,4,4,1,0,0,0,0,0,0,0,0,2,.243,.349,.297,.646,0,0,0,0,0,0,0.70,-0.030,0.87,-0.02%,-0.21,6,3B
22,71,22,2017-04-27,HOU,@,CLE,L 3-4,CG,4,4,0,1,1,0,0,1,0,0,0,1,.244,.344,.308,.652,2,0,0,0,0,0,1.29,0.017,1.65,0.01%,0.47,7,3B
23,72,23,2017-04-28,HOU,,OAK,W 9-4,CG,4,3,0,1,0,0,0,1,0,1,0,0,.247,.340,.309,.649,1,0,0,0,1,0,1.54,-0.054,2.12,-0.05%,-0.75,8,3B
24,73,24,2017-04-29,HOU,,OAK,L 1-2,CG,3,3,0,1,0,0,0,0,0,0,0,1,.250,.340,.310,.650,1,0,0,0,0,0,1.45,-0.051,2.01,-0.04%,-0.22,9,3B
25,74,26,2017-05-01,HOU,,TEX,W 6-2,CG,4,3,1,1,0,0,0,0,0,0,1,0,.253,.347,.310,.657,1,0,0,0,0,0,1.16,-0.043,1.64,-0.04%,-0.40,8,3B
26,75,27,2017-05-02,HOU,,TEX,W 8-7,CG,4,4,1,1,0,0,0,0,0,0,0,0,.253,.343,.308,.651,1,0,0,0,0,0,1.18,-0.107,1.63,-0.09%,-0.63,8,3B
27,76,28,2017-05-03,HOU,,TEX,W 10-1,CG,4,4,1,2,0,0,0,1,0,0,0,0,.263,.349,.316,.664,2,0,0,0,0,0,0.35,0.048,0.48,0.04%,0.23,8,3B
28,77,29,2017-05-04,HOU,,TEX,L 4-10,CG,5,3,0,1,0,0,0,0,0,0,2,1,.265,.360,.316,.676,1,0,0,0,0,0,1.45,0.095,1.98,0.08%,0.71,8,3B
29,78,31,2017-05-06,HOU,@,LAA,L 1-2,GS-9,4,4,0,1,0,0,0,0,0,0,0,2,.265,.356,.314,.670,1,0,0,0,0,0,1.97,-0.044,2.98,-0.04%,-0.40,8,3B
30,79,32,2017-05-07,HOU,@,LAA,W 5-3,CG,4,3,1,1,1,0,0,0,0,0,1,0,.267,.361,.324,.684,2,0,0,0,0,0,0.54,0.050,0.82,0.05%,0.46,8,3B
31,80,33,2017-05-09,HOU,,ATL,W 8-3,CG,4,4,1,1,0,1,0,1,0,0,0,1,.266,.357,.339,.697,3,0,0,0,0,0,0.19,0.033,0.24,0.03%,0.54,8,3B
32,81,34,2017-05-10,HOU,,ATL,W 4-2,CG,4,4,0,0,0,0,0,0,0,0,0,1,.257,.346,.327,.674,0,0,0,0,0,0,0.94,-0.100,1.18,-0.08%,-0.99,8,3B
33,82,35,2017-05-11,HOU,@,NYY,W 3-2,CG,4,4,0,2,1,0,0,0,0,0,0,1,.265,.351,.342,.693,3,0,0,0,0,0,0.45,0.003,0.56,0.00%,-0.12,8,3B
34,83,36,2017-05-12,HOU,@,NYY,W 5-1,CG,4,3,1,1,0,0,0,0,1,0,1,1,.267,.355,.342,.697,1,0,0,0,0,0,0.27,-0.003,0.33,0.00%,0.19,8,3B
35,84,37,2017-05-14 (1),HOU,@,NYY,L 6-11,CG,4,4,0,0,0,0,0,0,0,0,0,1,.258,.345,.331,.676,0,2,0,0,0,0,1.46,-0.283,1.78,-0.21%,-3.33,8,3B
36,85,38,2017-05-14 (2),HOU,@,NYY,W 10-7,CG,4,4,1,1,0,0,1,4,0,0,0,2,.258,.342,.352,.694,4,0,0,0,0,0,0.57,0.198,0.70,0.15%,2.64,8,3B
37,86,39,2017-05-15,HOU,@,MIA,W 7-2,GS-6,3,3,0,1,1,0,0,0,0,0,0,0,.260,.342,.359,.701,2,0,0,0,0,0,0.39,0.016,0.46,0.01%,0.02,7,3B
38,87,40,2017-05-16,HOU,@,MIA,W 12-2,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,.258,.340,.356,.696,0,0,0,0,0,0,0.00,0.000,0.00,0.00%,-0.22,3,PH 2B
39,88,41,2017-05-17,HOU,@,MIA,W 3-0,CG,4,4,1,1,0,0,0,0,0,0,0,0,.257,.338,.353,.691,1,0,0,0,0,0,0.67,-0.039,0.73,-0.03%,-0.60,7,3B
40,89,42,2017-05-19,HOU,,CLE,L 3-5,CG,3,3,0,1,1,0,0,0,0,0,0,1,.259,.338,.360,.697,2,0,0,0,0,0,1.00,-0.025,1.12,-0.02%,0.08,8,3B
41,90,43,2017-05-20,HOU,,CLE,L 0-3,CG,3,3,0,0,0,0,0,0,0,0,0,1,.254,.331,.352,.683,0,0,0,0,0,0,0.90,-0.072,1.04,-0.05%,-0.62,8,3B
42,91,44,2017-05-21,HOU,,CLE,L 6-8,CG,4,4,1,1,0,0,1,1,0,0,0,0,.253,.329,.370,.699,4,0,0,0,0,0,0.56,-0.050,0.65,-0.04%,0.01,8,3B
43,92,45,2017-05-22,HOU,,DET,W 1-0,CG,3,3,0,1,0,0,0,0,0,0,0,1,.255,.329,.369,.698,1,0,0,0,0,0,0.99,-0.029,1.26,-0.02%,-0.43,9,3B
44,93,46,2017-05-23,HOU,,DET,W 6-2,CG,4,4,0,0,0,0,0,0,0,0,0,1,.248,.322,.359,.681,0,1,0,0,0,0,0.55,-0.082,0.66,-0.06%,-1.69,7,3B
45,94,47,2017-05-24,HOU,,DET,L 3-6,CG,4,4,1,3,1,0,1,1,1,0,0,1,.261,.331,.395,.726,7,0,0,0,0,0,0.91,0.169,1.03,0.12%,2.41,7,3B
46,95,48,2017-05-25,HOU,,DET,W 7-6,CG,4,4,0,0,0,0,0,0,0,0,0,1,.255,.324,.385,.709,0,0,0,0,0,0,0.87,-0.088,1.01,-0.06%,-1.06,7,3B
47,96,49,2017-05-26,HOU,,BAL,W 2-0,CG,3,3,0,0,0,0,0,0,0,0,0,2,.250,.319,.378,.697,0,0,0,0,0,0,0.76,-0.061,0.86,-0.04%,-0.69,8,3B
48,97,50,2017-05-27,HOU,,BAL,W 5-2,CG,4,4,1,1,0,0,0,0,0,0,0,2,.250,.317,.375,.692,1,0,0,0,0,0,0.41,-0.003,0.45,0.00%,-0.45,8,3B
49,98,52,2017-05-29,HOU,@,MIN,W 16-8,CG,5,5,1,2,0,0,1,2,0,0,0,1,.254,.319,.393,.712,5,0,0,0,0,0,0.97,0.024,0.90,0.01%,1.17,8,3B
50,99,53,2017-05-30,HOU,@,MIN,W 7-2,CG,4,3,2,2,0,0,1,2,0,0,0,0,.261,.323,.415,.738,5,0,0,0,1,0,0.85,0.102,0.73,0.05%,1.04,9,3B
51,100,54,2017-05-31,HOU,@,MIN,W 17-6,CG,6,6,1,2,0,0,1,2,0,0,0,0,.264,.323,.429,.752,5,0,0,0,0,0,0.22,0.047,0.18,0.02%,0.81,7,3B
52,101,55,2017-06-02,HOU,@,TEX,W 7-1,CG,4,4,0,0,0,0,0,0,0,0,0,1,.258,.317,.419,.736,0,0,0,0,0,0,0.79,-0.092,0.67,-0.05%,-1.29,8,3B
53,102,56,2017-06-03,HOU,@,TEX,W 6-5,CG,4,3,0,0,0,0,0,0,0,0,1,1,.254,.316,.413,.728,0,0,0,0,0,0,0.95,0.045,0.68,0.02%,-0.36,8,3B
54,103,57,2017-06-04,HOU,@,TEX,W 7-2,CG,4,3,0,0,0,0,0,0,0,0,1,1,.250,.315,.406,.721,0,0,0,0,0,0,0.44,0.023,0.29,0.01%,-0.17,8,3B
55,104,58,2017-06-05,HOU,@,KCR,W 7-3,8-GF,1,1,1,1,0,0,0,0,0,0,0,0,.254,.318,.409,.727,1,0,0,0,0,0,0.70,0.025,0.34,0.01%,0.39,6,3B
56,105,59,2017-06-06,HOU,@,KCR,L 7-9,CG,5,5,0,0,0,0,0,0,0,0,0,0,.247,.311,.399,.709,0,0,0,0,0,0,1.29,-0.181,0.59,-0.05%,-1.65,8,3B
57,106,60,2017-06-07,HOU,@,KCR,L 5-7,CG,4,3,1,1,0,0,0,0,0,0,1,0,.249,.314,.398,.712,1,0,0,0,0,0,0.72,-0.002,0.39,0.00%,0.16,8,3B
58,107,61,2017-06-08,HOU,@,KCR,W 6-1,CG,4,3,0,1,0,0,0,0,0,0,1,1,.250,.317,.397,.714,1,0,0,0,0,0,0.92,-0.024,0.51,-0.01%,0.20,8,3B
59,108,62,2017-06-09,HOU,,LAA,L 4-9,CG,4,3,1,1,0,0,1,2,0,0,1,0,.251,.320,.411,.731,4,0,0,0,0,0,0.69,0.084,0.44,0.03%,2.07,7,3B
60,109,63,2017-06-10,HOU,,LAA,W 3-1,CG,3,3,0,0,0,0,0,0,0,0,0,0,.248,.316,.405,.721,0,0,0,0,0,0,0.70,-0.051,0.51,-0.02%,-0.82,9,3B
61,110,64,2017-06-11,HOU,,LAA,L 6-12,CG,4,2,2,0,0,0,0,0,0,0,2,0,.245,.319,.401,.720,0,0,0,0,0,0,0.54,0.013,0.34,0.01%,-0.08,8,3B
62,111,65,2017-06-12,HOU,,TEX,L 1-6,CG,3,2,0,1,0,0,0,1,0,0,1,0,.248,.324,.402,.726,1,0,0,0,0,0,0.85,0.135,0.59,0.06%,0.93,8,3B
63,112,66,2017-06-13,HOU,,TEX,L 2-4,CG,3,3,0,1,0,0,0,0,0,0,0,0,.249,.324,.401,.725,1,0,0,0,0,0,1.02,0.042,0.80,0.02%,0.00,8,3B
64,113,67,2017-06-14,HOU,,TEX,W 13-2,6-GF,1,1,0,0,0,0,0,0,0,0,0,0,.248,.322,.399,.722,0,0,0,0,0,0,0.00,0.000,0.00,0.00%,-0.32,2,PH 3B
65,114,68,2017-06-16,HOU,,BOS,L 1-2,GS-9,3,3,0,0,0,0,0,0,0,0,0,0,.244,.319,.394,.712,0,0,0,0,0,0,1.28,-0.094,0.89,-0.04%,-0.66,7,3B
66,115,70,2017-06-18,HOU,,BOS,L 5-6,CG,5,4,0,1,0,0,0,0,0,0,1,2,.244,.320,.391,.711,1,0,0,0,0,0,2.05,-0.161,1.36,-0.06%,-0.63,7,3B
67,116,71,2017-06-19,HOU,@,OAK,W 4-1,CG,4,4,0,2,2,0,0,0,0,0,0,0,.249,.323,.402,.725,4,0,0,0,0,0,1.11,-0.130,0.84,-0.06%,-0.71,8,3B
68,117,72,2017-06-20,HOU,@,OAK,W 8-4,CG,5,3,1,2,1,0,0,2,1,0,1,0,.254,.332,.409,.742,3,0,1,0,0,0,0.54,0.187,0.35,0.07%,2.52,8,3B
69,118,73,2017-06-21,HOU,@,OAK,W 5-1,CG,4,2,0,1,1,0,0,0,0,0,2,1,.256,.338,.415,.753,2,0,0,0,0,0,1.05,0.102,0.66,0.04%,1.17,7,3B
70,119,74,2017-06-22,HOU,@,OAK,W 12-9,CG,5,5,0,0,0,0,0,0,0,0,0,1,.251,.332,.406,.738,0,0,0,0,0,0,0.28,-0.033,0.14,-0.01%,-1.26,8,3B
71,120,75,2017-06-23,HOU,@,SEA,L 3-13,CG,4,4,1,1,0,0,1,1,0,0,0,0,.251,.331,.416,.747,4,0,0,0,0,0,0.49,-0.036,0.29,-0.01%,0.03,9,3B
72,121,76,2017-06-24,HOU,@,SEA,W 5-2,CG,4,4,0,0,0,0,0,0,0,0,0,1,.247,.326,.409,.735,0,0,0,0,0,0,0.93,-0.104,0.61,-0.04%,-1.41,8,3B
73,122,77,2017-06-25,HOU,@,SEA,W 8-2,CG,4,3,1,1,0,0,0,0,1,0,1,0,.248,.329,.408,.737,1,0,0,0,0,0,0.34,0.026,0.18,0.01%,0.39,7,3B
74,123,78,2017-06-27,HOU,,OAK,L 4-6,CG,4,4,1,2,0,0,0,0,0,0,0,0,.252,.331,.409,.740,2,0,0,0,0,0,0.85,-0.038,0.36,-0.01%,0.02,8,3B
75,124,80,2017-06-29,HOU,,OAK,W 6-1,CG,4,3,1,1,0,0,0,0,0,0,1,1,.253,.333,.409,.742,1,0,0,0,0,0,0.61,0.046,0.25,0.01%,0.71,8,3B
76,125,81,2017-06-30,HOU,,NYY,L 4-13,CG,4,4,0,0,0,0,0,0,0,0,0,1,.249,.329,.402,.731,0,0,0,0,0,0,0.41,-0.041,0.14,-0.01%,-0.73,9,3B
77,126,82,2017-07-01,HOU,,NYY,W 7-6,CG,4,4,0,0,0,0,0,0,0,0,0,2,.245,.324,.396,.721,0,1,0,0,0,0,1.12,-0.158,0.37,-0.03%,-1.61,8,3B
78,127,83,2017-07-02,HOU,,NYY,W 8-1,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,.244,.323,.395,.718,0,0,0,0,0,0,0.00,0.000,0.00,0.00%,-0.24,3,2B
79,128,84,2017-07-04,HOU,@,ATL,W 16-4,CG,5,4,3,3,2,0,0,1,0,0,1,0,.252,.331,.407,.739,5,0,0,0,0,1,0.35,-0.019,0.07,0.00%,1.90,8,3B
80,129,85,2017-07-05,HOU,@,ATL,W 10-4,CG,5,4,0,1,1,0,0,0,0,0,1,1,.252,.332,.409,.741,2,0,0,0,0,1,0.63,0.000,0.11,0.00%,-0.09,7,3B
81,130,86,2017-07-06,HOU,@,TOR,L 4-7,CG,4,3,2,3,2,0,0,0,1,0,1,0,.260,.341,.422,.763,5,0,0,0,0,0,0.67,0.147,0.09,0.01%,1.70,8,3B
82,131,87,2017-07-07,HOU,@,TOR,W 12-2,CG,5,5,1,1,1,0,0,0,0,0,0,1,.259,.339,.422,.761,2,0,0,0,0,0,0.27,-0.018,0.05,0.00%,-0.64,8,3B
83,132,88,2017-07-08,HOU,@,TOR,L 2-7,CG,3,3,0,0,0,0,0,0,0,0,0,1,.256,.335,.418,.753,0,1,0,0,0,0,1.17,-0.131,0.18,-0.01%,-1.31,8,3B
84,133,89,2017-07-09,HOU,@,TOR,W 19-1,CG,6,4,3,1,1,0,0,0,1,0,2,1,.256,.338,.419,.757,2,0,0,0,0,0,0.21,0.044,0.03,0.00%,0.73,8,3B
85,134,90,2017-07-14,HOU,,MIN,W 10-5,CG,4,4,1,1,1,0,0,1,0,0,0,1,.256,.337,.420,.757,2,0,0,0,0,0,0.59,0.135,0.08,0.01%,0.39,9,3B
86,135,91,2017-07-15,HOU,,MIN,L 2-4,CG,4,3,0,0,0,0,0,0,0,0,1,0,.253,.336,.416,.752,0,0,0,0,0,0,1.25,-0.093,0.14,-0.01%,-0.80,9,3B
87,136,92,2017-07-16,HOU,,MIN,W 5-3,CG,4,3,1,1,0,0,0,0,0,0,1,1,.254,.338,.415,.753,1,0,0,0,0,0,0.92,-0.036,0.12,0.00%,-0.30,7,3B
88,137,93,2017-07-17,HOU,,SEA,L 7-9 (10),CG(10),5,5,0,2,0,0,0,0,0,0,0,0,.257,.339,.414,.754,2,0,0,0,0,0,2.68,0.013,0.34,0.00%,0.02,8,3B
89,138,94,2017-07-18,HOU,,SEA,W 6-2,CG,3,2,1,1,0,0,0,0,0,0,1,0,.258,.342,.415,.757,1,0,0,0,0,0,0.33,0.009,0.05,0.00%,0.53,9,3B
90,139,95,2017-07-19,HOU,,SEA,L 1-4,CG,4,3,1,2,0,0,0,0,1,0,1,0,.262,.347,.417,.764,2,0,0,0,0,0,0.76,0.075,0.09,0.01%,0.83,8,3B
91,140,96,2017-07-21,HOU,@,BAL,W 8-7,CG,4,4,1,1,0,0,0,0,0,0,0,0,.262,.346,.415,.761,1,0,0,0,0,0,0.33,0.002,0.04,0.00%,-0.63,8,SS
92,141,97,2017-07-22,HOU,@,BAL,W 8-4,CG,5,4,1,1,0,0,1,1,0,0,0,1,.262,.346,.423,.769,4,0,1,0,0,0,1.07,0.066,0.08,0.00%,0.04,7,SS
93,142,98,2017-07-23,HOU,@,BAL,L 7-9,CG,4,3,1,0,0,0,0,0,0,0,1,1,.259,.345,.419,.764,0,0,0,0,0,0,1.14,-0.057,0.08,0.00%,-0.54,7,3B
94,143,99,2017-07-24,HOU,@,PHI,W 13-4,CG,5,5,3,3,2,0,1,1,0,0,0,0,.265,.349,.437,.786,8,0,0,0,0,0,0.32,0.184,0.03,0.01%,2.07,8,SS 3B
95,144,100,2017-07-25,HOU,@,PHI,W 5-0,GS-3,1,1,1,1,0,1,0,0,0,0,0,0,.267,.350,.445,.795,3,0,0,0,0,0,0.99,0.103,0.07,0.01%,0.92,7,3B
96,145,102,2017-07-28,HOU,@,DET,W 6-5,CG,4,4,0,0,0,0,0,0,0,0,0,0,.264,.347,.439,.786,0,0,0,0,0,0,1.00,-0.109,0.06,0.00%,-0.92,8,3B
97,146,103,2017-07-29,HOU,@,DET,L 3-5,CG,3,3,0,1,0,0,0,0,0,0,0,1,.264,.347,.438,.785,1,0,0,0,0,0,0.62,-0.030,0.04,0.00%,-0.49,8,3B
98,147,104,2017-07-30,HOU,@,DET,L 1-13,CG,4,4,1,1,0,0,1,1,0,0,0,1,.264,.346,.445,.791,4,0,0,0,0,0,0.75,-0.076,0.05,0.00%,0.27,7,3B
99,148,105,2017-07-31,HOU,,TBR,W 14-7,CG,5,3,3,2,1,0,0,2,1,0,1,0,.268,.349,.450,.799,3,0,0,0,1,0,0.59,0.131,0.05,0.01%,1.23,7,SS
100,149,106,2017-08-01,HOU,,TBR,L 4-6,CG,4,4,1,1,0,0,1,2,0,0,0,0,.267,.348,.456,.804,4,0,0,0,0,0,1.02,-0.008,0.05,0.00%,0.62,8,3B
101,150,107,2017-08-02,HOU,,TBR,L 0-3,CG,3,3,0,1,1,0,0,0,0,0,0,0,.268,.348,.458,.806,2,1,0,0,0,0,1.42,-0.067,0.11,0.00%,-0.45,8,SS 3B
102,151,108,2017-08-03,HOU,,TBR,L 3-5,CG,4,4,1,3,1,0,0,1,2,0,0,0,.274,.352,.464,.816,4,0,0,0,0,0,1.07,0.168,0.09,0.01%,1.73,2,SS
103,152,109,2017-08-04,HOU,,TOR,W 16-7,CG,6,5,1,1,0,0,1,2,0,0,1,0,.272,.351,.469,.821,4,0,0,0,0,0,0.36,0.046,0.04,0.00%,0.52,2,SS
104,153,110,2017-08-05,HOU,,TOR,L 3-4 (10),CG(10),4,3,0,1,1,0,0,0,0,0,1,0,.273,.353,.471,.824,2,0,0,0,0,0,1.26,0.158,0.10,0.01%,0.89,6,SS
105,154,111,2017-08-06,HOU,,TOR,W 7-6,CG,5,4,1,1,0,1,0,2,0,0,1,0,.273,.354,.474,.827,3,0,0,0,0,0,1.97,0.477,0.19,0.03%,1.28,7,3B
106,155,112,2017-08-08,HOU,@,CHW,L 5-8,CG,5,3,0,1,0,1,0,3,0,1,2,0,.273,.356,.478,.835,3,0,0,0,0,0,1.02,0.216,0.08,0.01%,2.11,1,SS
107,156,113,2017-08-09,HOU,@,CHW,L 1-7,CG,4,4,0,2,1,0,0,0,0,0,0,0,.276,.358,.481,.839,3,0,0,0,0,0,0.45,0.023,0.05,0.00%,0.34,7,3B
108,157,114,2017-08-10,HOU,@,CHW,L 2-3 (11),CG(11),5,4,0,1,0,0,0,0,0,1,1,0,.275,.358,.479,.837,1,0,0,0,0,0,1.37,-0.042,0.16,0.00%,-0.85,5,SS 3B
109,158,115,2017-08-11,HOU,@,TEX,L 4-6,CG,5,4,0,1,0,0,0,0,0,0,1,0,.275,.359,.476,.835,1,0,0,0,0,0,0.89,-0.004,0.11,0.00%,-0.32,2,3B
110,159,116,2017-08-12,HOU,@,TEX,L 3-8,CG,4,3,2,1,0,0,0,1,0,0,0,1,.276,.360,.475,.835,1,0,1,0,0,0,0.79,0.014,0.14,0.00%,0.06,5,SS
111,160,117,2017-08-13,HOU,@,TEX,W 2-1,CG,4,4,0,0,0,0,0,0,0,0,0,2,.273,.357,.470,.827,0,0,0,0,0,0,0.93,-0.104,0.19,-0.01%,-0.98,3,3B
112,161,118,2017-08-14,HOU,@,ARI,L 0-2,CG,4,3,0,0,0,0,0,0,0,1,1,0,.271,.356,.466,.822,0,1,0,0,0,0,1.32,-0.166,0.18,-0.01%,-1.34,5,3B
113,162,119,2017-08-15,HOU,@,ARI,W 9-4,CG,5,5,1,2,0,1,0,1,0,0,0,1,.272,.356,.471,.827,4,0,0,0,0,0,0.44,0.121,0.08,0.01%,1.35,2,SS
114,163,120,2017-08-16,HOU,,ARI,W 9-5,CG,4,4,0,2,0,0,0,0,1,0,0,1,.275,.358,.471,.829,2,1,0,0,0,0,0.53,0.025,0.08,0.00%,-0.52,7,3B
115,164,121,2017-08-17,HOU,,ARI,L 0-4,CG,4,4,0,0,0,0,0,0,0,0,0,0,.272,.354,.466,.821,0,0,0,0,0,0,1.77,-0.188,0.22,-0.01%,-1.77,2,SS
116,165,122,2017-08-18,HOU,,OAK,W 3-1,CG,4,4,1,1,0,0,1,1,0,0,0,1,.272,.354,.472,.825,4,0,0,0,0,0,0.60,0.078,0.10,0.01%,0.30,2,3B
117,166,123,2017-08-19,HOU,,OAK,W 3-0,CG,4,3,1,2,1,0,1,1,0,0,1,0,.275,.357,.483,.840,6,0,0,0,0,0,0.85,0.077,0.10,0.01%,1.70,2,3B
118,167,124,2017-08-20,HOU,,OAK,L 2-3,CG,4,3,0,2,0,0,0,1,0,0,0,0,.277,.358,.484,.842,2,0,0,0,1,0,1.63,0.118,0.15,0.01%,0.45,2,SS
119,168,125,2017-08-22,HOU,,WSN,L 3-4,CG,5,5,1,1,0,0,0,0,0,0,0,2,.276,.357,.481,.837,1,0,0,0,0,0,1.84,-0.188,0.34,-0.02%,-0.99,2,SS 3B
120,169,126,2017-08-23,HOU,,WSN,W 6-1,CG,5,5,1,2,0,0,1,3,0,0,0,1,.278,.357,.487,.844,5,0,0,0,0,0,0.61,0.011,0.11,0.00%,2.25,2,3B
121,170,127,2017-08-24,HOU,,WSN,L 4-5 (11),CG(11),5,5,1,3,1,0,0,0,0,0,0,2,.282,.360,.491,.850,4,0,0,0,0,0,1.09,0.115,0.18,0.01%,0.72,2,SS 3B
122,171,128,2017-08-25,HOU,@,LAA,W 2-1,CG,4,4,0,3,0,0,0,0,0,0,0,0,.286,.363,.493,.856,3,0,0,0,0,0,1.05,0.062,0.21,0.01%,0.64,2,SS
123,172,129,2017-08-26,HOU,@,LAA,L 6-7,CG,5,5,1,2,0,0,0,0,1,0,0,1,.287,.363,.492,.855,2,0,0,0,0,0,0.59,0.046,0.06,0.00%,1.41,2,SS
124,173,130,2017-08-27,HOU,@,LAA,W 7-5,CG,5,5,0,0,0,0,0,0,0,0,0,2,.284,.359,.486,.846,0,0,0,0,0,0,0.74,-0.104,0.10,-0.01%,-1.05,2,3B
125,174,131,2017-08-29,HOU,,TEX,L 2-12,CG,5,5,0,3,0,0,0,1,0,0,0,0,.288,.362,.488,.849,3,0,0,0,0,0,0.66,0.159,0.07,0.01%,1.49,2,SS 3B
126,175,132,2017-08-30,HOU,,TEX,L 1-8,CG,4,4,0,0,0,0,0,0,0,0,0,0,.285,.359,.483,.842,0,0,0,0,0,0,0.34,-0.034,0.05,0.00%,-0.66,2,SS 3B
127,176,133,2017-08-31,HOU,,TEX,W 5-1,CG,4,4,2,2,0,0,0,1,1,0,0,1,.287,.360,.483,.844,2,0,0,0,0,0,1.09,0.029,0.18,0.00%,0.59,2,SS
