Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
82,334,90,2017-07-14,HOU,,MIN,W 10-5,CG,5,4,1,1,0,0,0,1,0,0,1,1,.324,.402,.573,.975,1,0,0,0,0,1,0.42,0.032,0.06,0.00%,0.31,4,SS
83,335,91,2017-07-15,HOU,,MIN,L 2-4,CG,5,3,1,0,0,0,0,0,0,0,2,1,.321,.402,.568,.970,0,0,0,0,0,0,1.09,-0.007,0.12,0.00%,-0.05,4,SS
84,336,93,2017-07-17,HOU,,SEA,L 7-9 (10),GS-4,2,1,0,0,0,0,0,1,0,0,0,1,.320,.400,.566,.966,0,0,0,0,1,0,1.53,-0.020,0.19,0.00%,-0.19,4,SS
85,337,136,2017-09-03,HOU,,NYM,W 8-6,CG,4,3,1,1,0,0,0,1,1,0,1,0,.320,.401,.564,.965,1,0,0,0,0,0,1.12,0.104,0.12,0.01%,0.83,4,SS
86,338,137,2017-09-04,HOU,@,SEA,W 6-2,CG,5,5,0,0,0,0,0,0,0,0,0,2,.315,.396,.556,.951,0,0,0,0,0,0,0.83,-0.112,0.06,-0.01%,-1.52,4,SS
87,339,138,2017-09-05,HOU,@,SEA,W 3-1,CG,4,4,0,1,0,0,0,0,0,0,0,0,.315,.394,.552,.946,1,0,0,0,0,0,0.80,-0.058,0.05,0.00%,-0.37,4,SS
88,340,139,2017-09-06,HOU,@,SEA,W 5-3,CG,5,5,0,0,0,0,0,0,0,0,0,0,.310,.389,.544,.933,0,0,0,0,0,0,1.06,-0.139,0.08,-0.01%,-1.31,3,SS
89,341,140,2017-09-08,HOU,@,OAK,L 8-9,CG,5,5,1,1,0,0,0,0,0,0,0,3,.308,.387,.539,.926,1,0,0,0,0,0,1.16,-0.102,0.10,-0.01%,-1.06,3,SS
90,342,141,2017-09-09 (1),HOU,@,OAK,L 1-11,CG,4,4,0,0,0,0,0,0,0,0,0,3,.305,.383,.533,.916,0,0,0,0,0,0,0.97,-0.109,0.09,-0.01%,-1.31,4,DH
91,343,142,2017-09-09 (2),HOU,@,OAK,L 4-11,CG,4,4,1,1,0,0,0,0,0,1,0,0,.304,.382,.530,.911,1,1,0,0,0,0,1.10,-0.070,0.11,-0.01%,-0.31,4,SS
92,344,143,2017-09-10,HOU,@,OAK,L 2-10,CG,4,3,0,2,1,0,0,0,1,0,1,0,.307,.385,.534,.919,3,0,0,0,0,0,1.29,0.069,0.22,0.01%,0.74,4,SS
93,345,144,2017-09-12,HOU,@,LAA,W 1-0,CG,4,4,1,1,0,0,0,0,0,0,0,1,.307,.384,.530,.914,1,0,0,0,0,0,0.93,-0.037,0.13,0.00%,-0.35,4,SS
94,346,145,2017-09-13,HOU,@,LAA,L 1-9,CG,3,3,0,1,0,0,0,0,0,0,0,1,.307,.384,.529,.912,1,0,0,0,0,0,0.38,0.017,0.05,0.00%,-0.06,4,SS
95,347,146,2017-09-14,HOU,@,LAA,W 5-2,CG,4,4,0,0,0,0,0,0,0,0,0,1,.304,.380,.523,.903,0,0,0,0,0,0,1.12,-0.110,0.13,-0.01%,-1.27,4,SS
96,348,147,2017-09-15,HOU,,SEA,W 5-2,CG,4,4,1,2,1,0,0,1,0,0,0,0,.306,.381,.525,.907,3,0,0,0,0,0,0.53,0.064,0.07,0.01%,0.45,4,SS
97,349,148,2017-09-16,HOU,,SEA,W 8-6,CG,4,4,1,1,0,0,0,0,0,0,0,1,.305,.380,.523,.903,1,0,0,0,0,0,0.46,-0.028,0.07,0.00%,-0.41,4,SS
98,350,149,2017-09-17,HOU,,SEA,W 7-1,CG,4,4,1,1,0,0,1,2,0,0,0,0,.304,.379,.528,.906,4,0,0,0,0,0,0.73,-0.046,0.09,0.00%,1.05,3,SS
99,351,150,2017-09-19,HOU,,CHW,W 3-1,CG,4,3,0,0,0,0,0,0,0,0,1,0,.302,.378,.523,.901,0,0,0,0,0,0,0.58,-0.023,0.08,0.00%,-0.27,4,SS
100,352,151,2017-09-20,HOU,,CHW,W 4-3,CG,4,3,1,0,0,0,0,0,0,0,1,1,.300,.376,.519,.896,0,0,0,0,0,0,1.02,-0.055,0.12,0.00%,-0.79,4,SS
101,353,152,2017-09-21,HOU,,CHW,L 1-3,CG,4,4,0,0,0,0,0,0,0,0,0,1,.297,.373,.514,.887,0,1,0,0,0,0,1.83,-0.211,0.20,-0.01%,-1.61,4,SS
102,354,154,2017-09-23,HOU,,LAA,W 6-2,CG,4,3,1,3,1,0,0,3,0,0,1,0,.302,.379,.520,.899,4,0,0,0,0,1,1.05,0.235,0.13,0.02%,3.12,3,SS
103,355,155,2017-09-24,HOU,,LAA,L 5-7,CG,4,3,1,1,0,0,0,0,0,0,1,1,.302,.380,.519,.899,1,0,0,0,0,0,1.42,-0.103,0.17,-0.01%,-0.61,4,SS
104,356,156,2017-09-25,HOU,@,TEX,W 11-2,GS-8,5,5,1,0,0,0,0,0,0,0,0,2,.299,.376,.512,.888,0,0,0,0,0,0,1.03,0.054,0.13,0.00%,-0.13,3,SS
105,357,157,2017-09-26,HOU,@,TEX,W 14-3,GS-7,5,5,1,3,2,0,0,3,0,0,0,0,.302,.378,.518,.896,5,0,0,0,0,0,0.57,0.139,0.05,0.01%,2.66,3,SS
106,358,158,2017-09-27,HOU,@,TEX,W 12-2,CG,5,5,2,4,1,0,2,4,0,0,0,1,.308,.382,.539,.921,11,0,0,0,0,0,0.51,0.213,0.09,0.02%,3.68,4,SS
107,359,159,2017-09-28,HOU,@,BOS,W 12-2,GS-7,5,4,3,4,1,0,1,3,0,0,1,0,.315,.389,.553,.942,8,0,0,0,0,0,0.67,0.134,0.07,0.01%,4.27,4,SS
108,360,160,2017-09-29,HOU,@,BOS,W 3-2,CG,4,3,0,0,0,0,0,0,0,0,1,3,.313,.388,.549,.937,0,0,0,0,0,0,0.98,-0.103,0.07,0.00%,-1.24,4,SS
109,361,161,2017-09-30,HOU,@,BOS,L 3-6,CG,4,3,1,2,0,0,0,0,0,0,1,0,.315,.391,.550,.941,2,0,0,0,0,0,0.66,0.055,0.09,0.00%,0.97,4,SS
,,,,,,,73-36,,481,422,82,133,25,1,24,84,2,1,53,92,.315,.391,.550,.941,232,12,2,0,4,5,0.96,1.876,0.72,1.05%,37.30,,
