Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
40,76,46,2017-05-23,HOU,,DET,W 6-2,CG,4,3,1,1,0,0,1,1,0,0,0,0,.269,.305,.407,.712,4,0,1,0,0,0,0.44,0.124,0.53,0.09%,1.05,6,1B
41,77,47,2017-05-24,HOU,,DET,L 3-6,CG,4,3,1,0,0,0,0,0,0,0,1,0,.264,.304,.399,.702,0,0,0,0,0,0,0.83,-0.004,0.93,0.00%,-0.17,6,1B
42,78,49,2017-05-26,HOU,,BAL,W 2-0,CG,4,4,0,1,0,0,0,0,0,0,0,0,.263,.302,.395,.697,1,0,0,0,0,0,0.61,-0.050,0.70,-0.03%,-0.62,7,1B
43,79,50,2017-05-27,HOU,,BAL,W 5-2,CG,4,4,0,0,0,0,0,0,0,0,0,0,.256,.295,.385,.680,0,0,0,0,0,0,0.78,-0.080,0.85,-0.05%,-1.60,7,1B
44,80,51,2017-05-28,HOU,,BAL,W 8-4,CG,4,4,2,2,1,0,0,2,0,0,0,1,.263,.300,.394,.694,3,0,0,0,0,0,0.58,0.190,0.60,0.12%,2.15,8,1B
45,81,53,2017-05-30,HOU,@,MIN,W 7-2,CG,4,4,0,1,1,0,0,0,0,0,0,1,.262,.299,.396,.695,2,0,0,0,0,0,0.83,0.070,0.72,0.04%,0.50,8,1B
46,82,54,2017-05-31,HOU,@,MIN,W 17-6,CG,6,5,1,1,0,0,0,2,0,0,1,0,.260,.300,.391,.691,1,0,0,0,0,0,0.37,-0.006,0.30,0.00%,1.43,6,1B
47,83,55,2017-06-02,HOU,@,TEX,W 7-1,CG,4,4,1,1,1,0,0,1,0,0,0,1,.260,.299,.393,.692,2,0,0,0,0,0,0.90,-0.050,0.77,-0.03%,0.01,7,1B
48,84,57,2017-06-04,HOU,@,TEX,W 7-2,CG,4,3,2,2,0,0,1,2,0,0,0,0,.267,.303,.415,.718,5,0,0,0,1,0,0.41,0.052,0.28,0.02%,1.19,7,1B
49,85,58,2017-06-05,HOU,@,KCR,W 7-3,CG,4,3,2,1,0,0,1,3,0,0,1,0,.268,.307,.430,.737,4,0,0,0,0,0,0.86,0.087,0.42,0.03%,1.73,8,1B
50,86,59,2017-06-06,HOU,@,KCR,L 7-9,CG,5,5,0,3,0,0,0,2,1,0,0,0,.277,.315,.435,.750,3,0,0,0,0,0,1.35,0.182,0.62,0.05%,1.45,7,1B
51,87,60,2017-06-07,HOU,@,KCR,L 5-7,CG,5,5,0,1,0,0,0,0,0,0,0,2,.275,.312,.429,.740,1,0,0,0,0,0,0.88,-0.075,0.48,-0.03%,-0.83,7,1B
52,88,61,2017-06-08,HOU,@,KCR,W 6-1,CG,4,4,1,1,1,0,0,0,0,0,0,0,.275,.311,.430,.741,2,0,0,0,0,0,0.70,-0.056,0.39,-0.02%,0.27,7,1B
53,89,63,2017-06-10,HOU,,LAA,W 3-1,GS-7,3,2,0,1,0,0,0,1,0,0,0,0,.277,.311,.431,.742,1,0,0,0,1,0,0.63,-0.009,0.46,0.00%,-0.17,8,1B
54,90,64,2017-06-11,HOU,,LAA,L 6-12,CG,4,4,1,1,0,0,1,1,0,0,0,1,.276,.310,.442,.752,4,0,0,0,0,0,0.79,0.075,0.50,0.03%,0.15,7,1B
55,91,65,2017-06-12,HOU,,TEX,L 1-6,CG,4,4,0,0,0,0,0,0,0,0,0,0,.271,.304,.434,.738,0,0,0,0,0,0,0.87,-0.093,0.60,-0.04%,-1.02,7,1B
56,92,66,2017-06-13,HOU,,TEX,L 2-4,CG,4,4,0,1,0,0,0,0,0,0,0,1,.271,.303,.430,.733,1,0,0,0,0,0,1.06,-0.097,0.83,-0.05%,-0.57,7,1B
57,93,67,2017-06-14,HOU,,TEX,W 13-2,CG,5,5,0,2,0,0,0,0,0,0,0,0,.274,.305,.429,.735,2,1,0,0,0,0,0.48,0.048,0.45,0.03%,-0.67,7,1B
58,94,68,2017-06-16,HOU,,BOS,L 1-2,CG,4,4,0,1,1,0,0,0,0,0,0,0,.273,.304,.431,.735,2,0,0,0,0,0,1.29,-0.025,0.90,-0.01%,-0.01,6,1B
59,95,69,2017-06-17,HOU,,BOS,W 7-1,CG,4,4,1,1,1,0,0,0,0,0,0,0,.273,.303,.432,.735,2,0,0,0,0,0,0.16,-0.009,0.12,0.00%,-0.08,7,1B
60,96,70,2017-06-18,HOU,,BOS,L 5-6,GS-9,5,5,0,2,2,0,0,0,0,0,0,1,.276,.305,.440,.745,4,0,0,0,0,0,1.95,-0.100,1.29,-0.04%,-0.63,6,1B
61,97,72,2017-06-20,HOU,@,OAK,W 8-4,CG,5,5,1,1,1,0,0,1,0,0,0,2,.274,.303,.439,.742,2,0,0,0,0,0,0.56,0.051,0.36,0.02%,0.37,7,1B
62,98,73,2017-06-21,HOU,@,OAK,W 5-1,CG,4,4,1,2,0,0,0,0,0,0,0,1,.278,.306,.440,.747,2,0,0,0,0,0,0.67,-0.001,0.42,0.00%,0.31,6,1B
63,99,74,2017-06-22,HOU,@,OAK,W 12-9,CG,5,5,1,2,0,0,0,0,0,0,0,0,.280,.308,.439,.748,2,0,0,0,0,0,0.17,0.031,0.08,0.01%,0.14,7,1B
64,100,75,2017-06-23,HOU,@,SEA,L 3-13,CG,4,4,0,0,0,0,0,0,0,0,0,2,.276,.304,.432,.736,0,0,0,0,0,0,0.58,-0.078,0.33,-0.03%,-1.51,8,1B
65,101,76,2017-06-24,HOU,@,SEA,W 5-2,CG,4,4,0,2,1,0,0,0,0,0,0,1,.279,.307,.437,.744,3,0,0,0,0,0,0.83,0.060,0.54,0.02%,0.29,7,1B
66,102,77,2017-06-25,HOU,@,SEA,W 8-2,CG,4,4,1,1,0,0,1,2,0,0,0,1,.279,.306,.446,.752,4,1,0,0,0,0,0.85,0.151,0.45,0.05%,0.90,6,1B
67,103,78,2017-06-27,HOU,,OAK,L 4-6,CG,4,4,0,1,0,0,0,0,0,0,0,0,.278,.305,.443,.748,1,0,0,0,0,0,0.77,0.001,0.33,0.00%,-0.25,6,1B
68,104,79,2017-06-28,HOU,,OAK,W 11-8,CG,4,4,1,2,1,0,0,1,0,0,0,0,.282,.308,.448,.756,3,0,0,0,0,0,0.80,0.031,0.38,0.01%,0.52,8,1B
69,105,81,2017-06-30,HOU,,NYY,L 4-13,CG,4,4,0,0,0,0,0,0,0,0,0,0,.278,.303,.441,.744,0,0,0,0,0,0,0.36,-0.040,0.12,-0.01%,-0.85,8,1B
70,106,82,2017-07-01,HOU,,NYY,W 7-6,CG,4,4,1,3,1,0,1,4,0,0,0,0,.285,.310,.461,.770,7,0,0,0,0,0,1.86,0.802,0.62,0.16%,3.76,7,1B
71,107,83,2017-07-02,HOU,,NYY,W 8-1,CG,4,4,3,3,1,0,1,2,0,0,0,0,.292,.316,.480,.795,7,0,0,0,0,0,0.28,0.060,0.09,0.01%,2.23,8,1B
72,108,84,2017-07-04,HOU,@,ATL,W 16-4,CG,5,5,1,3,2,0,0,4,0,0,0,1,.297,.321,.489,.810,5,0,0,0,0,0,0.71,0.278,0.15,0.04%,3.62,7,1B
73,109,85,2017-07-05,HOU,@,ATL,W 10-4,CG,5,5,0,2,0,0,0,0,0,1,0,1,.299,.322,.488,.810,2,0,0,0,0,0,0.69,-0.066,0.12,-0.01%,-0.75,6,1B
74,110,86,2017-07-06,HOU,@,TOR,L 4-7,CG,4,4,0,0,0,0,0,0,0,0,0,0,.295,.318,.481,.798,0,1,0,0,0,0,0.78,-0.094,0.10,-0.01%,-1.15,7,1B
75,111,88,2017-07-08,HOU,@,TOR,L 2-7,CG,3,3,0,1,0,0,0,0,0,0,0,0,.295,.318,.479,.797,1,0,0,0,0,0,0.87,0.001,0.13,0.00%,0.11,7,1B
76,112,89,2017-07-09,HOU,@,TOR,W 19-1,CG,6,5,2,2,1,0,1,1,0,0,0,0,.297,.321,.491,.813,6,0,1,0,0,0,0.17,0.113,0.03,0.01%,1.66,7,1B
77,113,90,2017-07-14,HOU,,MIN,W 10-5,CG,5,4,1,1,0,0,0,0,0,0,0,0,.296,.323,.488,.811,1,0,1,0,0,0,0.35,0.041,0.05,0.00%,0.57,7,1B
78,114,91,2017-07-15,HOU,,MIN,L 2-4,CG,4,4,0,2,1,0,0,1,0,0,0,0,.299,.325,.492,.817,3,0,0,0,0,0,2.20,-0.008,0.24,0.00%,0.54,6,1B
79,115,92,2017-07-16,HOU,,MIN,W 5-3,CG,4,4,1,1,1,0,0,0,0,0,0,0,.298,.324,.492,.816,2,0,0,0,0,0,0.68,0.043,0.09,0.00%,0.05,5,1B
80,116,93,2017-07-17,HOU,,SEA,L 7-9 (10),CG(10),5,4,1,1,0,0,0,1,1,0,1,0,.298,.325,.489,.814,1,0,0,0,0,1,2.25,0.034,0.28,0.00%,0.88,5,1B
81,117,94,2017-07-18,HOU,,SEA,W 6-2,CG,4,3,0,0,0,0,0,1,0,0,0,0,.295,.321,.484,.805,0,0,0,0,1,0,0.97,-0.098,0.15,-0.01%,-1.87,5,1B
82,118,95,2017-07-19,HOU,,SEA,L 1-4,CG,4,3,0,0,0,0,0,0,0,0,1,0,.292,.320,.479,.800,0,0,0,0,0,0,1.21,0.057,0.15,0.00%,0.49,3,1B
83,119,96,2017-07-21,HOU,@,BAL,W 8-7,CG,5,5,1,4,1,0,1,2,0,0,0,0,.300,.327,.497,.824,8,0,0,0,0,0,0.24,0.187,0.03,0.01%,2.86,5,1B
84,120,97,2017-07-22,HOU,@,BAL,W 8-4,CG,5,5,1,1,0,0,1,2,0,0,0,2,.298,.326,.502,.827,4,0,0,0,0,0,1.01,0.090,0.07,0.00%,1.29,4,1B
85,121,98,2017-07-23,HOU,@,BAL,L 7-9,CG,5,5,0,0,0,0,0,0,0,0,0,1,.294,.321,.494,.815,0,0,0,0,0,0,1.10,-0.194,0.08,-0.01%,-1.46,3,1B
86,122,99,2017-07-24,HOU,@,PHI,W 13-4,CG,6,4,1,1,0,0,0,2,0,0,1,1,.293,.321,.491,.812,1,0,0,0,1,0,0.53,0.004,0.05,0.00%,0.77,4,3B 1B
87,123,100,2017-07-25,HOU,@,PHI,W 5-0,CG,4,4,1,1,0,0,0,0,1,0,0,2,.293,.320,.488,.809,1,0,0,0,0,0,0.56,0.004,0.04,0.00%,0.18,3,3B 1B
88,124,101,2017-07-26,HOU,@,PHI,L 0-9,CG,4,4,0,0,0,0,0,0,0,0,0,1,.289,.317,.482,.799,0,0,0,0,0,0,0.66,-0.070,0.04,0.00%,-1.13,4,3B
89,125,102,2017-07-28,HOU,@,DET,W 6-5,CG,4,4,0,0,0,0,0,0,0,0,0,0,.286,.313,.477,.790,0,0,0,0,0,0,0.87,-0.093,0.05,0.00%,-0.87,4,1B
90,126,103,2017-07-29,HOU,@,DET,L 3-5,CG,4,4,0,0,0,0,0,0,0,0,0,0,.283,.310,.471,.781,0,0,0,0,0,0,0.76,-0.081,0.04,0.00%,-0.77,3,1B
91,127,105,2017-07-31,HOU,,TBR,W 14-7,CG,5,5,1,2,1,0,0,0,0,0,0,0,.285,.311,.473,.784,3,0,0,0,0,0,0.46,-0.051,0.04,0.00%,-0.17,3,3B
92,128,106,2017-08-01,HOU,,TBR,L 4-6,CG,4,4,0,1,0,0,0,0,0,0,0,0,.284,.311,.471,.781,1,0,0,0,0,0,0.77,-0.021,0.04,0.00%,-0.11,4,1B
93,129,107,2017-08-02,HOU,,TBR,L 0-3,CG,4,4,0,1,0,0,0,0,0,0,0,0,.284,.310,.468,.778,1,1,0,0,0,0,1.52,-0.113,0.11,-0.01%,-0.96,4,3B 1B
94,130,108,2017-08-03,HOU,,TBR,L 3-5,CG,4,4,0,2,1,0,0,1,0,0,0,0,.286,.312,.471,.783,3,0,0,0,0,0,1.61,-0.058,0.13,0.00%,-0.32,3,3B
95,131,109,2017-08-04,HOU,,TOR,W 16-7,CG,5,3,3,3,1,0,1,3,0,0,2,0,.292,.321,.486,.807,7,0,0,0,0,0,0.37,0.264,0.04,0.02%,4.31,4,3B
96,132,110,2017-08-05,HOU,,TOR,L 3-4 (10),CG(10),4,4,0,0,0,0,0,0,0,0,0,1,.289,.317,.481,.799,0,0,0,0,0,0,1.11,-0.114,0.09,-0.01%,-0.86,4,DH
97,133,111,2017-08-06,HOU,,TOR,W 7-6,CG,5,5,1,2,0,0,0,1,0,0,0,1,.290,.318,.480,.799,2,0,0,0,0,0,1.29,0.167,0.12,0.01%,1.07,4,1B
98,134,112,2017-08-08,HOU,@,CHW,L 5-8,CG,5,5,1,3,0,0,1,1,0,0,0,1,.294,.322,.490,.811,6,0,0,0,0,0,0.76,0.080,0.06,0.00%,1.76,4,1B
99,135,113,2017-08-09,HOU,@,CHW,L 1-7,CG,4,4,0,1,0,0,0,0,0,0,0,0,.294,.321,.487,.808,1,0,0,0,0,0,0.60,-0.053,0.06,0.00%,-0.67,4,1B
100,136,114,2017-08-10,HOU,@,CHW,L 2-3 (11),CG(11),5,5,1,2,0,0,0,0,0,0,0,0,.295,.322,.486,.808,2,0,0,0,0,0,1.21,-0.095,0.14,-0.01%,-0.56,4,1B
101,137,115,2017-08-11,HOU,@,TEX,L 4-6,CG,4,3,1,0,0,0,0,0,0,0,1,0,.293,.321,.482,.804,0,0,0,0,0,0,0.59,-0.050,0.08,0.00%,-0.65,4,1B
102,138,117,2017-08-13,HOU,@,TEX,W 2-1,CG,4,4,1,1,1,0,0,0,0,0,0,0,.293,.321,.483,.803,2,0,0,0,0,0,0.93,0.045,0.19,0.01%,-0.03,4,1B
103,139,118,2017-08-14,HOU,@,ARI,L 0-2,CG,4,4,0,1,0,0,0,0,0,0,0,1,.292,.320,.480,.800,1,1,0,0,0,0,1.36,-0.106,0.18,-0.01%,-0.69,4,1B
104,140,119,2017-08-15,HOU,@,ARI,W 9-4,CG,5,5,0,2,0,1,0,1,0,0,0,0,.293,.321,.484,.805,4,0,0,0,0,0,0.32,-0.017,0.05,0.00%,0.70,4,1B
105,141,120,2017-08-16,HOU,,ARI,W 9-5,CG,5,5,0,2,1,0,0,1,0,0,0,0,.295,.322,.486,.807,3,0,0,0,0,0,0.72,0.098,0.11,0.01%,1.13,4,1B
106,142,121,2017-08-17,HOU,,ARI,L 0-4,CG,4,4,0,1,1,0,0,0,0,0,0,1,.294,.321,.486,.807,2,0,0,0,0,0,1.03,-0.108,0.13,-0.01%,-0.78,4,1B
107,143,122,2017-08-18,HOU,,OAK,W 3-1,CG,4,4,1,2,0,0,0,0,0,0,0,0,.296,.323,.486,.809,2,0,0,0,0,0,0.48,0.046,0.08,0.01%,0.43,4,1B
108,144,123,2017-08-19,HOU,,OAK,W 3-0,CG,4,4,0,1,0,0,0,0,0,0,0,1,.296,.322,.484,.806,1,0,0,0,0,0,0.96,0.042,0.11,0.00%,0.09,5,1B
109,145,124,2017-08-20,HOU,,OAK,L 2-3,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,.295,.322,.482,.804,0,0,0,0,0,0,3.46,-0.088,0.32,-0.01%,-0.24,6,PH
110,146,125,2017-08-22,HOU,,WSN,L 3-4,CG,4,3,0,1,0,0,0,0,0,0,1,0,.295,.323,.481,.804,1,0,0,0,0,0,1.99,0.132,0.37,0.02%,0.81,5,1B
111,147,126,2017-08-23,HOU,,WSN,W 6-1,CG,4,4,0,0,0,0,0,0,0,0,0,0,.293,.320,.477,.797,0,0,0,0,0,0,1.02,-0.118,0.18,-0.01%,-1.26,5,1B
112,148,127,2017-08-24,HOU,,WSN,L 4-5 (11),CG(11),5,5,0,1,1,0,0,1,0,0,0,1,.292,.319,.476,.795,2,1,0,0,0,0,2.18,0.250,0.37,0.03%,-0.50,5,1B
113,149,128,2017-08-25,HOU,@,LAA,W 2-1,CG,4,4,0,0,0,0,0,0,0,0,0,0,.289,.316,.472,.788,0,0,0,0,0,0,1.26,-0.125,0.26,-0.02%,-1.26,4,1B
114,150,129,2017-08-26,HOU,@,LAA,L 6-7,CG,4,3,1,1,1,0,0,0,0,0,1,0,.289,.318,.473,.791,2,0,0,0,0,0,0.51,-0.001,0.05,0.00%,-0.43,4,1B
115,151,130,2017-08-27,HOU,@,LAA,W 7-5,CG,4,2,2,1,0,0,0,0,0,0,2,0,.290,.321,.473,.795,1,0,0,0,0,0,1.78,0.131,0.25,0.01%,1.46,5,1B
116,152,131,2017-08-29,HOU,,TEX,L 2-12,CG,4,4,0,2,0,0,0,0,0,0,0,0,.292,.323,.473,.796,2,0,0,0,0,0,0.94,0.040,0.10,0.00%,0.34,4,1B
117,153,132,2017-08-30,HOU,,TEX,L 1-8,GS-5,2,2,1,1,1,0,0,0,0,0,0,0,.293,.324,.476,.799,2,0,0,0,0,0,0.44,0.038,0.06,0.00%,0.31,5,1B
118,154,137,2017-09-04,HOU,@,SEA,W 6-2,CG,4,4,1,2,0,0,1,1,0,0,0,0,.295,.325,.483,.808,5,0,0,0,0,0,0.77,0.115,0.06,0.01%,0.29,6,DH
119,155,138,2017-09-05,HOU,@,SEA,W 3-1,GS-9,4,3,0,0,0,0,0,0,0,0,1,1,.293,.324,.479,.804,0,0,0,0,0,0,0.66,-0.030,0.04,0.00%,-0.49,5,1B
120,156,139,2017-09-06,HOU,@,SEA,W 5-3,CG,4,3,1,0,0,0,0,0,0,0,1,0,.291,.324,.476,.800,0,0,0,0,0,0,1.61,-0.083,0.12,0.00%,-0.58,5,1B
121,157,140,2017-09-08,HOU,@,OAK,L 8-9,GS-9,5,5,1,1,0,0,1,2,0,0,0,0,.290,.323,.480,.802,4,2,0,0,0,0,0.79,0.068,0.07,0.00%,-0.84,5,1B
122,158,142,2017-09-09 (2),HOU,@,OAK,L 4-11,CG,4,4,0,0,0,0,0,0,0,0,0,1,.288,.320,.476,.796,0,0,0,0,0,0,1.14,-0.121,0.12,-0.01%,-0.92,6,1B
123,159,144,2017-09-12,HOU,@,LAA,W 1-0,GS-8,3,3,0,2,0,0,0,1,0,0,0,0,.290,.322,.477,.799,2,0,0,0,0,0,1.11,0.107,0.16,0.01%,1.02,8,1B
124,160,145,2017-09-13,HOU,@,LAA,L 1-9,GS-7,2,1,0,0,0,0,0,0,0,0,1,0,.289,.323,.476,.799,0,0,0,0,0,0,0.35,-0.008,0.05,0.00%,0.15,6,1B
125,161,146,2017-09-14,HOU,@,LAA,W 5-2,GS-9,4,4,0,3,0,0,0,1,0,0,0,0,.293,.326,.478,.804,3,0,0,0,0,0,0.69,0.087,0.08,0.01%,1.52,8,1B
126,162,148,2017-09-16,HOU,,SEA,W 8-6,CG,4,4,0,0,0,0,0,0,0,0,0,1,.291,.324,.474,.798,0,0,0,0,0,0,0.65,-0.061,0.09,-0.01%,-1.18,8,1B
127,163,149,2017-09-17,HOU,,SEA,W 7-1,CG,4,4,1,2,1,0,0,0,0,0,0,1,.292,.325,.476,.801,3,0,0,0,0,0,0.88,0.005,0.11,0.00%,0.02,8,1B
