Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
57,413,78,2017-06-27,HOU,,OAK,L 4-6,CG,4,4,1,3,1,0,0,0,0,0,0,0,.256,.338,.538,.877,4,0,0,0,0,0,0.86,0.035,0.37,0.01%,0.87,9,CF
58,414,79,2017-06-28,HOU,,OAK,W 11-8,8-GF,0,0,0,0,0,0,0,0,0,0,0,0,.256,.338,.538,.877,0,,0,0,,,,,,,,9,CF
59,415,80,2017-06-29,HOU,,OAK,W 6-1,CG,4,4,0,1,0,0,0,0,0,0,0,1,.256,.336,.529,.865,1,0,0,0,0,0,0.60,-0.056,0.24,-0.01%,-0.09,9,CF
60,416,82,2017-07-01,HOU,,NYY,W 7-6,CG,3,3,0,1,0,0,0,0,0,0,0,1,.258,.336,.524,.860,1,0,0,0,0,0,0.71,0.027,0.24,0.01%,0.15,9,CF
61,417,83,2017-07-02,HOU,,NYY,W 8-1,8-GF,0,0,0,0,0,0,0,0,0,0,0,0,.258,.336,.524,.860,0,,0,0,,,,,,,,1,CF
62,418,84,2017-07-04,HOU,@,ATL,W 16-4,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,.256,.333,.520,.853,0,0,0,0,0,0,0.00,0.000,0.00,0.00%,-0.30,9,PH RF
63,419,85,2017-07-05,HOU,@,ATL,W 10-4,GS-6,3,3,1,1,1,0,0,0,0,0,0,0,.258,.333,.523,.857,2,0,0,0,0,0,1.04,-0.023,0.18,0.00%,-0.08,8,CF
64,420,86,2017-07-06,HOU,@,TOR,L 4-7,GS-8,3,3,0,0,0,0,0,0,0,0,0,1,.252,.327,.511,.838,0,0,0,0,0,0,1.10,-0.106,0.14,-0.01%,-1.25,9,CF
65,421,87,2017-07-07,HOU,@,TOR,W 12-2,7-GF,0,0,0,0,0,0,0,0,0,0,0,0,.252,.327,.511,.838,0,,0,0,,,,,,,,1,RF
66,422,89,2017-07-09,HOU,@,TOR,W 19-1,CG,6,6,1,1,1,0,0,1,0,0,0,2,.248,.320,.504,.824,2,0,0,0,0,0,0.29,-0.053,0.04,-0.01%,-0.38,9,CF
67,423,92,2017-07-16,HOU,,MIN,W 5-3,CG,3,2,1,1,0,0,0,1,1,0,1,1,.252,.327,.504,.831,1,0,0,0,0,0,1.23,0.139,0.17,0.01%,1.33,9,CF
68,424,93,2017-07-17,HOU,,SEA,L 7-9 (10),CG(10),5,4,1,2,1,0,1,1,0,0,0,2,.259,.335,.531,.867,6,0,1,0,0,0,2.05,-0.026,0.25,0.00%,0.55,9,CF
69,425,95,2017-07-19,HOU,,SEA,L 1-4,GS-9,3,2,0,0,0,0,0,0,0,0,0,2,.255,.331,.524,.855,0,0,0,1,0,0,1.03,-0.059,0.13,0.00%,-0.53,9,CF
70,426,97,2017-07-22,HOU,@,BAL,W 8-4,CG,4,4,0,0,0,0,0,0,0,0,0,2,.248,.323,.510,.833,0,0,0,0,0,0,0.91,-0.099,0.07,0.00%,-1.11,9,CF
71,427,98,2017-07-23,HOU,@,BAL,L 7-9,CG,4,3,2,1,0,0,0,0,0,0,1,2,.250,.327,.507,.834,1,0,0,0,0,0,1.47,0.007,0.11,0.00%,0.32,9,CF
72,428,99,2017-07-24,HOU,@,PHI,W 13-4,7-GF,1,0,0,0,0,0,0,0,0,0,1,0,.250,.331,.507,.838,0,0,0,0,0,0,0.01,0.000,0.00,0.00%,0.39,6,RF
73,429,100,2017-07-25,HOU,@,PHI,W 5-0,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,.250,.331,.507,.838,0,,0,0,,,,,,,,9,CF
74,430,101,2017-07-26,HOU,@,PHI,L 0-9,7-7,1,1,0,0,0,0,0,0,0,0,0,0,.248,.329,.503,.833,0,1,0,0,0,0,0.12,-0.003,0.01,0.00%,-0.92,9,PH
75,431,102,2017-07-28,HOU,@,DET,W 6-5,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,.247,.328,.500,.828,0,0,0,0,0,0,0.38,-0.010,0.02,0.00%,-0.11,9,CF
76,432,103,2017-07-29,HOU,@,DET,L 3-5,CG,3,3,0,1,0,0,0,0,0,1,0,1,.248,.328,.497,.825,1,0,0,0,0,0,0.88,-0.043,0.05,0.00%,-0.67,9,CF
77,433,104,2017-07-30,HOU,@,DET,L 1-13,7-GF,1,1,0,0,0,0,0,0,0,0,0,1,.247,.326,.494,.820,0,0,0,0,0,0,0.00,0.000,0.00,0.00%,-0.25,3,CF
78,434,105,2017-07-31,HOU,,TBR,W 14-7,CG,5,4,4,3,1,0,2,5,0,0,1,1,.259,.339,.543,.882,10,0,0,0,0,0,0.45,0.176,0.03,0.01%,4.51,9,CF
79,435,106,2017-08-01,HOU,,TBR,L 4-6,CG,3,3,0,0,0,0,0,0,0,0,0,1,.255,.333,.533,.867,0,0,0,0,0,0,0.96,-0.106,0.05,0.00%,-0.84,9,CF
80,436,107,2017-08-02,HOU,,TBR,L 0-3,CG,3,2,0,0,0,0,0,0,0,0,0,0,.252,.330,.527,.857,0,0,0,1,0,0,0.94,0.039,0.07,0.00%,0.39,9,CF
81,437,108,2017-08-03,HOU,,TBR,L 3-5,GS-9,3,2,1,0,0,0,0,0,0,0,1,1,.249,.330,.521,.851,0,0,0,0,0,0,0.96,-0.019,0.08,0.00%,-0.01,9,CF
82,438,109,2017-08-04,HOU,,TOR,W 16-7,CG,5,5,0,1,0,0,0,1,0,0,0,1,.247,.327,.511,.838,1,0,0,0,0,0,0.31,-0.046,0.03,0.00%,-0.29,9,CF
83,439,110,2017-08-05,HOU,,TOR,L 3-4 (10),10-GF(10),0,0,0,0,0,0,0,0,0,0,0,0,.247,.327,.511,.838,0,,0,0,,,,,,,,5,CF
84,440,111,2017-08-06,HOU,,TOR,W 7-6,CG,4,4,1,1,1,0,0,0,0,0,0,2,.247,.325,.511,.836,2,0,0,0,0,0,1.24,-0.004,0.12,0.00%,-0.25,9,CF
85,441,112,2017-08-08,HOU,@,CHW,L 5-8,GS-8,3,1,1,0,0,0,0,0,0,0,2,1,.246,.330,.508,.838,0,0,0,0,0,0,0.74,0.021,0.06,0.00%,0.30,9,CF
86,442,114,2017-08-10,HOU,@,CHW,L 2-3 (11),CG(11),4,4,1,1,0,0,1,1,0,0,0,3,.246,.329,.519,.848,4,0,0,0,0,0,1.39,-0.001,0.17,0.00%,0.23,9,CF
87,443,115,2017-08-11,HOU,@,TEX,L 4-6,CG,4,4,0,0,0,0,0,0,0,0,0,2,.241,.322,.508,.830,0,0,0,0,0,0,0.75,-0.079,0.10,-0.01%,-0.77,8,CF
88,444,117,2017-08-13,HOU,@,TEX,W 2-1,CG,3,3,0,1,0,0,0,0,0,0,0,1,.242,.322,.505,.828,1,1,0,0,0,0,1.35,-0.084,0.27,-0.01%,-0.79,9,CF
89,445,118,2017-08-14,HOU,@,ARI,L 0-2,8-8,1,1,0,0,0,0,0,0,0,0,0,1,.241,.321,.503,.824,0,0,0,0,0,0,1.51,-0.040,0.20,0.00%,-0.26,9,PH
90,446,119,2017-08-15,HOU,@,ARI,W 9-4,CG,5,4,2,1,0,0,0,0,0,0,1,2,.241,.323,.497,.820,1,0,0,0,0,1,0.43,0.031,0.07,0.00%,-0.12,8,CF
91,447,121,2017-08-17,HOU,,ARI,L 0-4,CG,3,3,0,2,0,0,0,0,0,0,0,1,.247,.327,.500,.827,2,0,0,0,0,0,1.11,0.106,0.14,0.01%,0.84,9,CF
92,448,122,2017-08-18,HOU,,OAK,W 3-1,CG,3,3,0,0,0,0,0,0,0,0,0,0,.244,.323,.493,.816,0,0,0,0,0,0,0.57,-0.043,0.09,0.00%,-0.63,9,CF
93,449,124,2017-08-20,HOU,,OAK,L 2-3,CG,4,4,1,2,1,0,0,0,0,0,0,2,.249,.326,.498,.824,3,0,0,0,0,0,1.75,0.014,0.16,0.00%,0.56,9,CF
94,450,126,2017-08-23,HOU,,WSN,W 6-1,CG,4,4,2,2,0,0,1,1,1,0,0,0,.254,.329,.512,.841,5,0,0,0,0,0,1.11,0.055,0.19,0.01%,0.09,9,CF
95,451,127,2017-08-24,HOU,,WSN,L 4-5 (11),8-GF(11),2,2,0,0,0,0,0,0,0,0,0,1,.251,.326,.507,.833,0,0,0,0,0,0,2.66,-0.126,0.45,-0.01%,-0.59,9,PH CF
96,452,128,2017-08-25,HOU,@,LAA,W 2-1,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,.251,.326,.507,.833,0,,0,0,,,,,,,,9,CF
97,453,129,2017-08-26,HOU,@,LAA,L 6-7,CG,4,4,2,2,1,0,1,1,0,0,0,1,.256,.329,.526,.855,6,0,0,0,0,0,1.05,0.057,0.10,0.00%,1.54,9,CF
98,454,130,2017-08-27,HOU,@,LAA,W 7-5,CG,4,4,0,0,0,0,0,0,0,0,0,3,.251,.324,.516,.840,0,0,0,0,0,0,0.44,-0.047,0.06,0.00%,-0.69,9,CF
99,455,131,2017-08-29,HOU,,TEX,L 2-12,CG,4,3,1,0,0,0,0,0,0,0,1,0,.248,.323,.509,.832,0,0,0,0,0,0,0.21,0.012,0.02,0.00%,-0.68,9,CF
100,456,133,2017-08-31,HOU,,TEX,W 5-1,CG,3,2,1,0,0,0,0,0,1,0,1,1,.246,.323,.504,.827,0,0,0,0,0,0,0.77,0.011,0.13,0.00%,0.41,9,CF
101,457,139,2017-09-06,HOU,@,SEA,W 5-3,9-GF,0,0,1,0,0,0,0,0,0,0,0,0,.246,.323,.504,.827,0,,0,0,,,,0.000,,0.00%,0.00,7,PR DH
102,458,140,2017-09-08,HOU,@,OAK,L 8-9,8-8,0,0,0,0,0,0,0,0,1,0,0,0,.246,.323,.504,.827,0,,0,0,,,1.80,0.027,0.15,0.00%,0.09,8,PR
103,459,141,2017-09-09 (1),HOU,@,OAK,L 1-11,CG,3,3,0,0,0,0,0,0,0,0,0,2,.242,.319,.498,.817,0,1,0,0,0,0,1.00,-0.095,0.09,-0.01%,-1.47,8,CF
104,460,143,2017-09-10,HOU,@,OAK,L 2-10,GS-5,2,2,0,0,0,0,0,0,0,0,0,2,.240,.316,.493,.810,0,0,0,0,0,0,1.43,-0.077,0.25,-0.01%,-0.60,9,CF
105,461,144,2017-09-12,HOU,@,LAA,W 1-0,8-GF,0,0,0,0,0,0,0,0,0,0,0,0,.240,.316,.493,.810,0,,0,0,,,,,,,,8,CF
106,462,145,2017-09-13,HOU,@,LAA,L 1-9,GS-3,1,1,0,1,0,0,0,0,0,0,0,0,.243,.319,.496,.815,1,0,0,0,0,0,0.52,-0.013,0.07,0.00%,-0.24,9,CF
,,,,,,,70-36,,259,230,50,56,10,0,16,35,9,4,20,90,.243,.319,.496,.815,114,5,6,2,1,1,0.81,0.157,0.42,0.39%,1.49,,
